ID,Name,Date_of_birth,Age,Gender,Race,Location,country,edu,No_Connection,Year_of_Exp,No_of_Job_changed,No_of_titles,Current_Title,Title_Level,Previous_Title1,Title_Level1,Previous_Title2,Title_Level2,Previous_Title3,Title_Level3,Previous_Title4,Title_Level4,Previous_Title5,Title_Level5,Current_Salary,Fortune500,SuccessScore
614,Everett Wilderman,8/12/80,37,Male,African American,MS,USA,Associate,347,17,1,4,Senior Ruby Developer,4,Senior Manager IT,4,Programmer Analyst,3,Devops team lead,3,NA,NA,NA,NA,196957,0,5585.762946
615,Percy Klocko,6/14/73,44,Female,Hispanic,KS,USA,Graduate,456,20,1,5,Senior developer,4,Sr. Software Engineer Test,4,Summer Intern,1,Student Worker,1,Summer Intern,1,NA,NA,270737,1,4697.118841
616,Billy Streich,7/23/63,54,Male,African American,ID,USA,Doctorate,461,21,1,4,Strategy Director,5,Sr. Software Engineer II,4,Data Science Intern,1,Web Development Intern,1,NA,NA,NA,NA,199651,1,3827.282019
617,Tuan Hudson,6/25/69,48,Male,Native American,ID,USA,Graduate,331,24,1,5,Sr Software Developer,4,SR. Software Consultant,4,Data Science Intern,1,Data Science Intern,1,Business Analytics Intern,1,NA,NA,182762,0,4305.692271
618,Muriel Beatty,1/29/62,55,Female,Caucasian,FL,USA,Undergraduate,462,33,7,6,Senior Front-end/Full-stack developer,4,Senior Applied Scientist,4,Software Engineer / Team Lead,3,Software analyst,3,information technology analyst,3,Operations Analyst,3,204317,0,3757.695073
619,Robert Keebler,1/4/71,46,Female,Asian,WI,USA,Graduate,412,22,1,4,Director of User Experience,5,Senior Mechanical Engineer,4,Product Management Intern,1,Research Intern,1,NA,NA,NA,NA,182932,1,4492.896283
620,Erwin Simonis,1/31/89,28,Female,Caucasian,NH,USA,Graduate,325,4,1,2,System Analyst,3,Devops team lead,3,NA,NA,NA,NA,NA,NA,NA,NA,64636,0,7381.18675
621,Tyrone Bins,5/2/83,34,Female,Caucasian,MN,USA,Doctorate,496,1,1,1,Senior Project Manager,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271795,1,6078.624382
622,Delisa Frami,2/6/63,54,Female,African American,AR,USA,Undergraduate,484,32,5,4,Senior Verification Engineer,4,Programmer Analyst I,3,Developer / System Analyst,3,Development Team Lead,3,NA,NA,NA,NA,254281,1,3827.282019
623,Michael Wisozk,6/16/66,51,Male,African American,WY,USA,Associate,475,31,12,5,Senior DevOps,4,Senior System Administrator,4,IT Analyst,3,Development Team Lead,3,Development Team Lead,3,NA,NA,115060,0,4052.416255
624,Paige Aufderhar,1/14/65,52,Female,Native American,AL,USA,Graduate,480,28,2,6,Senior Consultant,4,Sr Software Developer,4,Software Engineer Intern,1,Intern,1,Student Worker,1,Intern,1,208268,1,3974.485173
625,Gregg McDermott,6/11/58,59,Female,Asian,RI,USA,Graduate,348,35,5,4,Sr. Support Engineer,4,Sr. Engineering Manager,4,Internal Help Desk,1,Business Analytics Intern,1,NA,NA,NA,NA,206929,1,3502.936085
626,Gaylene Nienow,9/28/77,40,Male,African American,PA,USA,Associate,415,20,1,4,Senior Expert,4,Senior Computer Engineer,4,Product Development Business Analyst,3,Programmer/Analyst,3,NA,NA,NA,NA,198060,1,5166.830725
627,Bret Kohler,12/18/53,63,Male,Hispanic,VA,USA,Associate,341,43,8,6,Senior Sales Consultant,4,IT Analyst I,3,Team Lead,3,data mining analyst,3,Product Development Business Analyst,3,Product Development Business Analyst,3,190810,1,3280.527444
628,Siobhan Jones,3/2/72,45,Female,Native American,WY,USA,Undergraduate,320,23,1,4,Sr. Director of Program Management,5,Web analyst,3,Data analyst,3,Developer Analyst,3,NA,NA,NA,NA,198471,1,4592.738422
629,Kieth Collins,5/12/83,34,Male,Asian,ND,USA,Undergraduate,322,12,3,4,Sr Technology consultant,4,Senior Systems Analyst,4,Web analyst,3,Dev Team leader,3,NA,NA,NA,NA,197248,0,6078.624382
630,Carey Schaden,6/26/57,60,Female,Caucasian,ID,USA,Doctorate,482,27,7,6,Senior IT Analyst,4,Senior devops,4,Product Management Intern,1,Research Intern,1,Information Systems Intern,1,Information Systems Intern,1,204604,1,3444.553817
631,Eduardo Kertzmann,3/21/57,60,Female,Hispanic,SC,USA,Associate,383,40,1,4,Operations Analyst,3,System Analyst,3,Team Lead,3,Junior Developer,3,NA,NA,NA,NA,186966,0,3444.553817
632,Barry Batz,4/27/80,37,Female,Native American,SC,USA,Doctorate,418,4,1,2,Sr Quality Engineer,4,Product Development Business Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,183634,1,5585.762946
633,Lillie Koch,9/30/80,37,Male,Caucasian,OR,USA,Undergraduate,362,15,1,5,Senior Business Analyst,4,Senior Python developer,4,Software Engineer / Team Lead,3,Analyst programmer iii,3,Devops team lead,3,NA,NA,206858,1,5585.762946
634,Kassie Ortiz,4/3/59,58,Female,Asian,AK,USA,Associate,367,38,8,4,Sr. QA Analyst,4,Senior DevOps,4,Developer Analyst,3,Programmer Analyst I,3,NA,NA,NA,NA,187703,0,3563.331534
635,Kelsie Feest,7/3/62,55,Female,Native American,IL,USA,Doctorate,407,22,1,5,Senior Software Engineer II,4,Senior Software Egnineer,4,Information Systems Intern,1,R&D Intern,1,Software Engineering Intern,1,NA,NA,243794,0,3757.695073
636,Eloisa McKenzie,10/9/59,58,Female,Asian,ME,USA,Associate,454,38,12,6,Sr software architect,4,Senior Web Developer,4,Devops team lead,3,Programmer Analyst,3,Programmer Analyst,3,Second Line Support Analyst,3,196902,1,3563.331534
637,Alfonzo Rau,2/15/94,23,Female,Caucasian,IL,USA,Associate,315,3,1,1,Analyst programmer iii,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47064,0,8985.792565
638,Riley Pollich,5/7/73,44,Female,Asian,CT,USA,Undergraduate,304,22,1,5,Senior Software Development Engineer,4,Programmer Analyst,3,Developer Analyst,3,Application Development Analyst,3,Operations Analyst,3,NA,NA,646144,0,4697.118841
639,Jordan Brown,7/23/55,62,Male,Caucasian,VA,USA,Undergraduate,331,40,8,6,Sr Operations Engineer,4,Senior Performance Engineer II,4,Product Development Business Analyst,3,System Analyst III,3,Security Analyst,3,Software Engineer / Team Lead,3,199094,1,3333.439177
640,Yetta Dickinson,9/15/68,49,Male,African American,UT,USA,Doctorate,491,16,2,3,CEO,6,Senior Java Dev,4,Research Intern,1,NA,NA,NA,NA,NA,NA,277412,0,4217.821
641,Eugenio Torp,7/11/80,37,Male,Native American,CO,USA,Doctorate,367,4,1,2,System Analyst III,3,IT Analyst I,3,NA,NA,NA,NA,NA,NA,NA,NA,199628,0,5585.762946
642,Rosalie Bailey,8/9/70,47,Female,Caucasian,SD,USA,Doctorate,354,14,3,5,Marketing Director,5,Sr. QA Analyst,4,Summer Intern,1,R&D Intern,1,Product Management Intern,1,NA,NA,205110,1,4397.302745
643,Miquel Luettgen,6/27/64,53,Male,Caucasian,UT,USA,Doctorate,385,20,1,3,Sr. Director of Program Management,5,Senior Systems Engineer,4,Research Intern,1,NA,NA,NA,NA,NA,NA,199445,1,3899.494887
644,Carrol Schneider,1/13/69,48,Female,Asian,ID,USA,Graduate,345,24,1,5,Creative Director + Designer/Developer,5,Creative Director + Designer/Developer,5,Information Systems Intern,1,Software Engineer Intern,1,Information Systems Intern,1,NA,NA,180532,1,4305.692271
645,Ruben Schuppe,3/17/55,62,Male,African American,SD,USA,Associate,421,42,10,6,Senior software Engineer,4,senior software engineer,4,Dev Team leader,3,Programmer Analyst III,3,Business Analyst,3,HR Analyst,3,182329,0,3333.439177
646,Caitlin Romaguera,6/2/82,35,Male,Caucasian,LA,USA,Undergraduate,407,13,2,3,Technical Director,5,Analyst programmer iii,3,HR Analyst,3,NA,NA,NA,NA,NA,NA,183229,1,5904.9494
647,Jerrold Yost,7/31/74,43,Male,Asian,TX,USA,Associate,463,23,1,5,Sr. Software Engineer,4,"Senior Designer, UX",4,Team Lead,3,Programmer Analyst,3,System Analyst,3,NA,NA,115034,1,4806.354163
648,Garfield Waelchi,2/25/73,44,Female,Asian,OK,USA,Graduate,415,20,1,5,Senior Fullstack Developer,4,Senior Mobile Developer,4,Information Systems Intern,1,Intern,1,Software Engineering Intern,1,NA,NA,206287,0,4697.118841
649,Burl Yost,1/6/83,34,Female,Asian,MT,USA,Doctorate,478,1,1,1,Senior iOS Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192146,0,6078.624382
650,Zane Osinski,5/14/53,64,Male,Native American,OK,USA,Doctorate,470,31,11,5,Senior QA Engineer,4,Sr. Staff Engineer,4,Internal Help Desk,1,Software Engineering Intern,1,Business Analytics Intern,1,NA,NA,181117,1,3229.269203
651,Yoshiko Legros,1/20/85,32,Male,African American,FL,USA,Associate,323,12,1,5,Junior Developer,3,Research assistant,2,Business Analyst,3,Developer / System Analyst,3,Data analyst,3,NA,NA,109221,1,6458.538406
652,Osvaldo Bartell,6/20/55,62,Female,Asian,AR,USA,Doctorate,407,29,12,4,Senior Designer,4,Sr Quality Engineer,4,Software Engineering Intern,1,Information Systems Intern,1,NA,NA,NA,NA,207237,1,3333.439177
653,Chase Nienow,1/3/92,25,Male,African American,SD,USA,Associate,357,5,1,2,Product Development Business Analyst,3,System Analyst III,3,NA,NA,NA,NA,NA,NA,NA,NA,32227,0,8266.92916
654,Rudolf Langworth,2/2/71,46,Male,Hispanic,KS,USA,Graduate,461,22,1,6,Senior software Engineer,4,Senior Python Developer,4,Intern,1,Product Management Intern,1,Student Intern Co-op,1,Student Worker,1,303020,0,4492.896283
655,Clementina Keeling,2/9/56,61,Female,Asian,VT,USA,Graduate,483,37,8,4,Sr. Software Engineer,4,Senior Systems Engineer,4,Web Development Intern,1,Student Intern Co-op,1,NA,NA,NA,NA,207911,0,3388.085721
656,Minnie Schmeler,11/26/60,56,Female,African American,AK,USA,Undergraduate,399,34,4,5,Senior Gentoo Installation Specialist,4,"Lead DevOps Engineer, Team Lead",3,Programmer/Analyst,3,Product Analyst,3,Application Analyst,3,NA,NA,200036,1,3690.593375
658,Treena Cummings,1/19/91,26,Male,Hispanic,NY,USA,Undergraduate,392,4,1,3,SOFTWARE ARCHITECT,4,information technology analyst,3,Product Development Business Analyst,3,NA,NA,NA,NA,NA,NA,209923,0,7948.970346
659,Evelyne Rempel,2/15/74,43,Female,African American,AZ,USA,Associate,461,23,1,4,Senior Fullstack Developer,4,information technology analyst,3,Developer Analyst,3,HR Analyst,3,NA,NA,NA,NA,187288,1,4806.354163
660,Omega Morar,9/27/80,37,Female,African American,TX,USA,Doctorate,331,4,1,2,Senior Software QA Engineer,4,Sr. Staff Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,184820,0,5585.762946
661,Viola Predovic,10/3/73,44,Female,Asian,NE,USA,Graduate,440,20,1,5,Senior Technical Consultant,4,Senior Systems Analyst,4,Web Development Intern,1,Data Science Intern,1,Information Systems Intern,1,NA,NA,186006,1,4697.118841
662,Valentin Walker,10/25/69,48,Male,Native American,OR,USA,Undergraduate,410,26,12,4,"Director, Product Management",5,Development Team Lead,3,Technology Business Analyst,3,System Analyst III,3,NA,NA,NA,NA,185186,1,4305.692271
663,Krystyna Lakin,2/6/85,32,Male,Hispanic,OR,USA,Graduate,478,8,3,2,Senior Designer,4,Senior consultant,4,NA,NA,NA,NA,NA,NA,NA,NA,208908,0,6458.538406
664,Jonie Hilll,8/27/88,29,Male,Asian,WA,USA,Associate,407,9,1,5,Sr. Product Manager,4,System Analyst,3,Database Analyst,3,Product Development Business Analyst,3,"Lead DevOps Engineer, Team Lead",3,NA,NA,213887,1,7126.663069
665,Dewayne Funk,12/14/65,51,Female,Asian,WI,USA,Associate,327,31,12,4,Senior Editor,4,Senior PM,4,Analyst (Technology),3,Team Lead,3,NA,NA,NA,NA,181952,1,4052.416255
666,Everett Luettgen,1/4/61,56,Female,Asian,UT,USA,Undergraduate,455,34,9,5,Senior Applied Scientist,4,Analyst,3,Programmer/Analyst,3,Analyst (Technology),3,IT Analyst I,3,NA,NA,183809,0,3690.593375
667,Gonzalo Boyer,2/6/83,34,Male,Asian,NV,USA,Undergraduate,444,12,1,5,Senior Business Analyst,4,IT Analyst I,3,data analyst,3,Dev Team leader,3,HR Analyst,3,NA,NA,183882,1,6078.624382
668,Avery Volkman,3/31/84,33,Female,African American,MI,USA,Graduate,366,9,2,3,Sr Technology consultant,4,Sr. Software Engineer,4,Data Science Intern,1,NA,NA,NA,NA,NA,NA,209727,1,6262.825121
669,Cristobal Cormier,1/16/71,46,Female,Hispanic,PA,USA,Graduate,460,22,1,5,Senior Python Developer,4,Senior Application Developer,4,Intern,1,Business Analytics Intern,1,Internal Help Desk,1,NA,NA,676583,0,4492.896283
670,Porter Durgan,9/24/75,42,Female,Caucasian,AK,USA,Undergraduate,344,20,1,5,Senior Full Stack Developer,4,Business systems analyst,3,Analyst programmer iii,3,data mining analyst,3,Programmer/Analyst,3,NA,NA,197168,1,4920.791167
671,Lona Legros,5/8/88,29,Female,African American,GA,USA,Graduate,488,5,3,1,IT Systems Technician,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188669,1,7126.663069
672,Randy Prosacco,2/14/84,33,Female,Caucasian,NH,USA,Graduate,418,9,2,4,Senior Manager IT,4,Senior IT Analyst,4,Intern,1,Developer Intern,1,NA,NA,NA,NA,301303,1,6262.825121
674,Delmer Littel,1/26/62,55,Female,Caucasian,NJ,USA,Doctorate,337,22,1,6,Senior (Web)Application Developer,4,"Senior Designer, UX",4,Software Engineer Intern,1,Software Engineer Intern,1,Product Management Intern,1,Research Intern,1,193168,1,3757.695073
675,Raleigh Prohaska,8/19/64,53,Male,Native American,AR,USA,Doctorate,403,20,1,3,Director of Data Analytics,5,Senior Performance Engineer II,4,Business Analytics Intern,1,NA,NA,NA,NA,NA,NA,464266,0,3899.494887
676,Zada Herman,3/8/77,40,Female,Hispanic,IA,USA,Undergraduate,406,18,2,4,Senior systems engineer,4,Sr. Ops Analyst,4,Database Analyst,3,Dev Team leader,3,NA,NA,NA,NA,208805,1,5166.830725
677,Fidel Runolfsson,6/4/72,45,Male,Hispanic,DC,USA,Graduate,372,21,1,6,Senior Java Developer,4,Senior Member of Technical Staff,4,Data Science Intern,1,Student Intern Co-op,1,Internal Help Desk,1,Research Intern,1,198492,0,4592.738422
678,Kandra Okuneva,10/9/79,38,Male,Asian,WI,USA,Doctorate,496,5,1,1,Senior Web Developer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183909,0,5438.769184
679,Scot Howell,1/16/68,49,Female,Hispanic,MS,USA,Graduate,305,25,1,5,Senior Systems Analyst,4,Sr Principal Software Dev Engineer,4,R&D Intern,1,Student Intern Co-op,1,Internal Help Desk,1,NA,NA,272608,0,4217.821
680,Silva Walter,8/18/61,56,Female,Hispanic,NH,USA,Doctorate,387,23,1,6,Sr Staff Program Mgr,4,Senior Full Stack Engineer,4,Developer Intern,1,Software Engineer Intern,1,Web Development Intern,1,Student Intern Co-op,1,186529,1,3690.593375
681,Stefan Schneider,1/22/93,24,Female,Native American,HI,USA,Associate,409,4,1,1,Devops team lead,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32309,1,8611.384542
682,Dario Denesik,6/9/58,59,Female,Asian,KS,USA,Undergraduate,435,37,9,5,Engineering Director,5,data analyst,3,Junior Developer,3,Programmer Analyst III,3,information technology analyst,3,NA,NA,297240,1,3502.936085
683,Katie Cummings,4/20/73,44,Female,Native American,NC,USA,Graduate,413,20,1,5,Senior Javascript Engineer,4,Senior IT Engineer,4,Web Development Intern,1,Product Management Intern,1,Internal Help Desk,1,NA,NA,202801,1,4697.118841
684,Versie Carroll,2/2/71,46,Female,Asian,AK,USA,Graduate,479,22,1,4,"Director, Online Marketing",5,Senior devops,4,Developer Intern,1,Web Development Intern,1,NA,NA,NA,NA,196149,0,4492.896283
685,Larraine Emmerich,11/14/79,37,Male,Native American,WA,USA,Undergraduate,320,15,2,4,Director of Product Engineering,5,Business Analyst,3,data analyst,3,Second Line Support Analyst,3,NA,NA,NA,NA,234630,1,5585.762946
686,Gil Keebler,3/11/81,36,Male,African American,SC,USA,Doctorate,319,3,1,3,Business Analyst,3,Application Analyst,3,Software Engineering Intern,1,NA,NA,NA,NA,NA,NA,181368,0,5740.923028
687,Kenisha Prosacco,10/11/86,31,Female,African American,ND,USA,Associate,319,11,4,3,Advisory Engineer,3,System Analyst,3,Analyst,3,NA,NA,NA,NA,NA,NA,181878,1,6666.878355
688,Justa Franecki,7/4/65,52,Female,Native American,OH,USA,Graduate,411,28,6,5,Director of Business Development,5,Sr. Frontend Eng,4,Developer Intern,1,Intern,1,Summer Intern,1,NA,NA,196238,1,3974.485173
689,Clara Gislason,2/9/83,34,Male,Native American,WV,USA,Associate,304,14,2,5,"Sr. Manager, Application Security",4,Programmer Analyst III,3,Technology Business Analyst,3,Programmer/Analyst,3,Operations Analyst,3,NA,NA,191282,0,6078.624382
690,Tom Schinner,12/1/66,50,Male,Asian,NJ,USA,Doctorate,358,17,5,3,Senior UX Engineer,4,Sr MySQL DBA,4,Intern,1,NA,NA,NA,NA,NA,NA,203109,1,4133.46458
691,Graig Champlin,7/7/73,44,Female,Caucasian,DC,USA,Undergraduate,393,22,1,5,CTO,6,Sr. Support Engineer,4,Dev Team leader,3,data analyst,3,Developer Analyst,3,NA,NA,209364,0,4697.118841
692,Sumiko Price,12/21/79,37,Male,Native American,NM,USA,Graduate,418,13,3,5,Senior Software Engineer II,4,Software Engineer / Team Lead,3,Web Development Intern,1,R&D Intern,1,Student Intern Co-op,1,NA,NA,287999,1,5585.762946
693,Alix Paucek,7/23/65,52,Female,African American,MT,USA,Graduate,407,28,11,4,Sr. Software Engineer - Automation,4,Senior Designer,4,Information Systems Intern,1,Student Worker,1,NA,NA,NA,NA,281182,0,3974.485173
694,Whitney Bednar,4/10/53,64,Male,African American,OR,USA,Associate,420,44,5,5,Senior devops,4,Senior - Risk Assurance,4,System Analyst,3,Software analyst,3,Development Team Lead,3,NA,NA,198897,0,3229.269203
695,Quyen Mueller,5/14/57,60,Female,Native American,IN,USA,Associate,478,40,10,6,IT Analyst I,3,System Analyst III,3,Developer Analyst,3,Second Line Support Analyst,3,Programmer Analyst,3,UI team lead,3,204128,1,3444.553817
696,Armida Fisher,2/22/61,56,Female,Asian,SD,USA,Graduate,484,32,10,4,Assistant Director of Development,5,"Senior Manager, Delivery",4,Software Engineering Intern,1,Research Intern,1,NA,NA,NA,NA,192940,0,3690.593375
697,Sterling Rogahn,10/9/81,36,Female,Caucasian,NY,USA,Undergraduate,335,14,4,4,Sr. QA Analyst,4,Sr. Security Engineer,4,IT Analyst I,3,Data analyst,3,NA,NA,NA,NA,226459,0,5740.923028
698,Jackson Mayer,6/2/78,39,Female,African American,VT,USA,Undergraduate,446,17,5,5,Director of Technology / Sr. Lead Developer,5,Application Analyst,3,Advisory Engineer,3,Software analyst,3,Business Analyst,3,NA,NA,185483,0,5299.313564
699,Rebecca Hermiston,9/9/53,64,Male,Caucasian,SD,USA,Undergraduate,319,42,3,4,Sr Web Developer,4,Sr Staff Program Mgr,4,Database Analyst,3,Team Lead,3,NA,NA,NA,NA,192663,1,3229.269203
700,Gilberto Mayert,10/23/85,32,Male,African American,TX,USA,Graduate,461,8,3,2,Senior Graphic Designer,4,Senior Applications Developer,4,NA,NA,NA,NA,NA,NA,NA,NA,205770,1,6458.538406
701,Saul Little,3/22/56,61,Male,African American,AK,USA,Undergraduate,315,39,12,6,Co-Founder,6,UI team lead,3,Second Line Support Analyst,3,Programmer/Analyst,3,Analyst (Technology),3,Software Engineer / Team Lead,3,208229,0,3388.085721
702,Chong Schroeder,10/17/88,29,Male,Caucasian,MS,USA,Associate,368,9,2,3,Senior software Engineer,4,Software Engineer / Team Lead,3,Devops team lead,3,NA,NA,NA,NA,NA,NA,192135,0,7126.663069
703,Cherie O'Keefe,7/1/55,62,Female,Hispanic,WV,USA,Doctorate,414,29,11,5,Sr Operations Engineer,4,Sr Full-Stack Develop,4,Data Science Intern,1,R&D Intern,1,Internal Help Desk,1,NA,NA,193042,1,3333.439177
704,Davis Mueller,3/5/89,28,Female,Caucasian,ME,USA,Undergraduate,334,6,3,3,Senior Fullstack Developer,4,Analyst programmer iii,3,Operations Analyst,3,NA,NA,NA,NA,NA,NA,112950,1,7381.18675
705,Samuel Runolfsdottir,2/4/84,33,Male,Hispanic,NM,USA,Graduate,467,9,1,3,Senior Programmer,4,Sr. Support Engineer,4,Student Intern Co-op,1,NA,NA,NA,NA,NA,NA,191349,1,6262.825121
706,Leonila Ratke,6/5/61,56,Female,Asian,CT,USA,Doctorate,430,23,1,5,Senior Applications Engineer,4,Senior PHP Developer,4,Business Analytics Intern,1,Software Engineering Intern,1,Research Intern,1,NA,NA,183883,0,3690.593375
707,Norman Douglas,3/9/77,40,Female,Caucasian,SD,USA,Doctorate,301,7,1,3,Senior Data Scientist,4,Senior iOS Engineer,4,Internal Help Desk,1,NA,NA,NA,NA,NA,NA,206033,0,5166.830725
708,Ngoc Abshire,1/13/53,64,Male,Asian,KY,USA,Undergraduate,419,42,1,4,Sr Consultant (software  engineer),4,Sr Software Developer,4,IT Analyst I,3,UI team lead,3,NA,NA,NA,NA,251306,1,3229.269203
709,Peg West,1/10/77,40,Male,Hispanic,NE,USA,Undergraduate,488,18,5,4,Technical Lead/Senior Dev,4,Software Engineer / Team Lead,3,Developer Analyst,3,Second Line Support Analyst,3,NA,NA,NA,NA,194085,1,5166.830725
710,Alex Feeney,4/29/86,31,Female,Asian,TN,USA,Graduate,471,7,3,3,Programmer Analyst I,3,Analyst programmer iii,3,Research Intern,1,NA,NA,NA,NA,NA,NA,202096,1,6666.878355
711,Justin Pollich,8/28/92,25,Male,Asian,CT,USA,Graduate,429,1,1,1,Senior Graphic Designer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187024,1,8266.92916
712,Emory Schmidt,1/21/55,62,Male,Caucasian,AK,USA,Undergraduate,336,40,3,5,Sr. Software Engineer - Automation,4,Senior consultant,4,Devops team lead,3,Technology Business Analyst,3,Advisory Engineer,3,NA,NA,262973,1,3333.439177
713,Benny Larson,11/17/87,29,Male,African American,MT,USA,Graduate,415,5,1,3,Senior UNIX administrator,4,Senior Software Engineer II,4,R&D Intern,1,NA,NA,NA,NA,NA,NA,207167,0,7126.663069
714,Latoya Mayert,7/2/59,58,Male,Hispanic,NE,USA,Graduate,315,34,8,4,Sr. QA Analyst,4,Senior Software Development Engineer,4,Software Engineering Intern,1,Summer Intern,1,NA,NA,NA,NA,295659,1,3563.331534
715,Herb Moen,5/2/89,28,Female,Caucasian,OH,USA,Graduate,363,4,1,2,IT Analyst I,3,Programmer Analyst III,3,NA,NA,NA,NA,NA,NA,NA,NA,196487,1,7381.18675
716,India Sauer,8/7/55,62,Male,Hispanic,NE,USA,Graduate,360,38,11,6,Senior iOS Engineer,4,Sr Principal Software Dev Engineer,4,Web Development Intern,1,Data Science Intern,1,R&D Intern,1,Summer Intern,1,207815,1,3333.439177
717,Lovella Ledner,1/31/90,27,Male,Native American,OR,USA,Graduate,500,3,1,1,Senior Programmer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202378,1,7654.564037
